id,email_address,first_name,last_name,address,city,county_name,state,zip,website_source,phone_number,gender,dob,registration_date,valid,extra,email_id,ethnicity,ownrent,domain,main_interest,sub_interest,latitude,longitude,uploaded,country,websource_id,interest_ids,DNC,source,first_name_norm,last_name_norm,zip_norm,first_name_cleaning_candidate,last_name_cleaning_candidate,name_cleaning_candidate,email_blank,email_syntax_failure,proposed_email_export_eligible,zip_state_assessable,geography_mismatch_candidate
11,james.smith11@example.com,James,Smith,111 Main Street,Los Angeles,Los Angeles,CA,90001,https://example.com/customer/11,+1-555-1011,M,1961-02-11,2020-07-06,1,,email-11,Unknown,Own,example.com,Technology,Software,30.11,-119.89,2026-01-01,US,web-11,11,0,synthetic_e2e,james,smith,90001,0,0,0,0,0,1,0,0
12,maria.johnson12@example.com,Maria,Johnson,112 Main Street,New York,New York,NY,10001,https://example.com/customer/12,+1-555-1012,F,1961-03-20,2020-07-23,1,,email-12,Unknown,Rent,example.com,Technology,Software,30.12,-119.88,2026-01-01,US,web-12,12,0,synthetic_e2e,maria,johnson,10001,0,0,0,0,0,1,0,0
13,john.williams13@example.com,John,Williams,113 Main Street,Houston,Harris,TX,77001,https://example.com/customer/13,+1-555-1013,M,1961-04-26,2020-08-09,1,,email-13,Unknown,Own,example.com,Technology,Software,30.13,-119.87,2026-01-01,US,web-13,13,0,synthetic_e2e,john,williams,77001,0,0,0,0,0,1,0,0
14,linda.brown14@example.com,Linda,Brown,114 Main Street,Miami,Miami-Dade,FL,33101,https://example.com/customer/14,+1-555-1014,F,1961-06-02,2020-08-26,1,,email-14,Unknown,Own,example.com,Technology,Software,30.14,-119.86,2026-01-01,US,web-14,14,0,synthetic_e2e,linda,brown,33101,0,0,0,0,0,1,0,0
15,robert.jones15@example.com,Robert,Jones,115 Main Street,Chicago,Cook,IL,60601,https://example.com/customer/15,+1-555-1015,M,1961-07-09,2020-09-12,1,,email-15,Unknown,Rent,example.com,Technology,Software,30.15,-119.85,2026-01-01,US,web-15,15,0,synthetic_e2e,robert,jones,60601,0,0,0,0,0,1,0,0
16,patricia.garcia16@example.com,Patricia,Garcia,116 Main Street,Seattle,King,WA,98101,https://example.com/customer/16,+1-555-1016,F,1961-08-15,2020-09-29,1,,email-16,Unknown,Own,example.com,Technology,Software,30.16,-119.84,2026-01-01,US,web-16,16,0,synthetic_e2e,patricia,garcia,98101,0,0,0,0,0,1,0,0
17,michael.miller17@example.com,Michael,Miller,117 Main Street,Phoenix,Maricopa,AZ,85001,https://example.com/customer/17,+1-555-1017,M,1961-09-21,2020-10-16,1,,email-17,Unknown,Own,example.com,Technology,Software,30.17,-119.83,2026-01-01,US,web-17,17,0,synthetic_e2e,michael,miller,85001,0,0,0,0,0,1,0,0
18,jennifer.davis18@example.com,Jennifer,Davis,118 Main Street,Denver,Denver,CO,80201,https://example.com/customer/18,+1-555-1018,F,1961-10-28,2020-11-02,1,,email-18,Unknown,Rent,example.com,Technology,Software,30.18,-119.82,2026-01-01,US,web-18,18,0,synthetic_e2e,jennifer,davis,80201,0,0,0,0,0,1,0,0
19,david.wilson19@example.com,David,Wilson,119 Main Street,Boston,Suffolk,MA,2108,https://example.com/customer/19,+1-555-1019,M,1961-12-04,2020-11-19,1,,email-19,Unknown,Own,example.com,Technology,Software,30.19,-119.81,2026-01-01,US,web-19,19,0,synthetic_e2e,david,wilson,2108,0,0,0,0,0,1,0,0
20,elizabeth.taylor20@example.com,Elizabeth,Taylor,120 Main Street,Atlanta,Fulton,GA,30301,https://example.com/customer/20,+1-555-1020,F,1962-01-10,2020-12-06,1,,email-20,Unknown,Own,example.com,Technology,Software,30.2,-119.8,2026-01-01,US,web-20,20,0,synthetic_e2e,elizabeth,taylor,30301,0,0,0,0,0,1,0,0
21,james.smith21@example.com,James,Smith,121 Main Street,Los Angeles,Los Angeles,CA,90001,https://example.com/customer/21,+1-555-1021,M,1962-02-16,2020-12-23,1,,email-21,Unknown,Rent,example.com,Technology,Software,30.21,-119.79,2026-01-01,US,web-21,21,0,synthetic_e2e,james,smith,90001,0,0,0,0,0,1,0,0
22,maria.johnson22@example.com,Maria,Johnson,122 Main Street,New York,New York,NY,10001,https://example.com/customer/22,+1-555-1022,F,1962-03-25,2021-01-09,1,,email-22,Unknown,Own,example.com,Technology,Software,30.22,-119.78,2026-01-01,US,web-22,22,0,synthetic_e2e,maria,johnson,10001,0,0,0,0,0,1,0,0
23,john.williams23@example.com,John,Williams,123 Main Street,Houston,Harris,TX,77001,https://example.com/customer/23,+1-555-1023,M,1962-05-01,2021-01-26,1,,email-23,Unknown,Own,example.com,Technology,Software,30.23,-119.77,2026-01-01,US,web-23,23,0,synthetic_e2e,john,williams,77001,0,0,0,0,0,1,0,0
24,linda.brown24@example.com,Linda,Brown,124 Main Street,Miami,Miami-Dade,FL,33101,https://example.com/customer/24,+1-555-1024,F,1962-06-07,2021-02-12,1,,email-24,Unknown,Rent,example.com,Technology,Software,30.24,-119.76,2026-01-01,US,web-24,24,0,synthetic_e2e,linda,brown,33101,0,0,0,0,0,1,0,0
25,robert.jones25@example.com,Robert,Jones,125 Main Street,Chicago,Cook,IL,60601,https://example.com/customer/25,+1-555-1025,M,1962-07-14,2021-03-01,1,,email-25,Unknown,Own,example.com,Technology,Software,30.25,-119.75,2026-01-01,US,web-25,25,0,synthetic_e2e,robert,jones,60601,0,0,0,0,0,1,0,0
26,patricia.garcia26@example.com,Patricia,Garcia,126 Main Street,Seattle,King,WA,98101,https://example.com/customer/26,+1-555-1026,F,1962-08-20,2021-03-18,1,,email-26,Unknown,Own,example.com,Technology,Software,30.26,-119.74,2026-01-01,US,web-26,26,0,synthetic_e2e,patricia,garcia,98101,0,0,0,0,0,1,0,0
27,michael.miller27@example.com,Michael,Miller,127 Main Street,Phoenix,Maricopa,AZ,85001,https://example.com/customer/27,+1-555-1027,M,1962-09-26,2021-04-04,1,,email-27,Unknown,Rent,example.com,Technology,Software,30.27,-119.73,2026-01-01,US,web-27,27,0,synthetic_e2e,michael,miller,85001,0,0,0,0,0,1,0,0
28,jennifer.davis28@example.com,Jennifer,Davis,128 Main Street,Denver,Denver,CO,80201,https://example.com/customer/28,+1-555-1028,F,1962-11-02,2021-04-21,1,,email-28,Unknown,Own,example.com,Technology,Software,30.28,-119.72,2026-01-01,US,web-28,28,0,synthetic_e2e,jennifer,davis,80201,0,0,0,0,0,1,0,0
29,david.wilson29@example.com,David,Wilson,129 Main Street,Boston,Suffolk,MA,2108,https://example.com/customer/29,+1-555-1029,M,1962-12-09,2021-05-08,1,,email-29,Unknown,Own,example.com,Technology,Software,30.29,-119.71,2026-01-01,US,web-29,29,0,synthetic_e2e,david,wilson,2108,0,0,0,0,0,1,0,0
30,elizabeth.taylor30@example.com,Elizabeth,Taylor,130 Main Street,Atlanta,Fulton,GA,30301,https://example.com/customer/30,+1-555-1030,F,1963-01-15,2021-05-25,1,,email-30,Unknown,Rent,example.com,Technology,Software,30.3,-119.7,2026-01-01,US,web-30,30,0,synthetic_e2e,elizabeth,taylor,30301,0,0,0,0,0,1,0,0
31,james.smith31@example.com,James,Smith,131 Main Street,Los Angeles,Los Angeles,CA,90001,https://example.com/customer/31,+1-555-1031,M,1963-02-21,2021-06-11,1,,email-31,Unknown,Own,example.com,Technology,Software,30.31,-119.69,2026-01-01,US,web-31,31,0,synthetic_e2e,james,smith,90001,0,0,0,0,0,1,0,0
32,maria.johnson32@example.com,Maria,Johnson,132 Main Street,New York,New York,NY,10001,https://example.com/customer/32,+1-555-1032,F,1963-03-30,2021-06-28,1,,email-32,Unknown,Own,example.com,Technology,Software,30.32,-119.68,2026-01-01,US,web-32,32,0,synthetic_e2e,maria,johnson,10001,0,0,0,0,0,1,0,0
33,john.williams33@example.com,John,Williams,133 Main Street,Houston,Harris,TX,77001,https://example.com/customer/33,+1-555-1033,M,1963-05-06,2021-07-15,1,,email-33,Unknown,Rent,example.com,Technology,Software,30.33,-119.67,2026-01-01,US,web-33,33,0,synthetic_e2e,john,williams,77001,0,0,0,0,0,1,0,0
34,linda.brown34@example.com,Linda,Brown,134 Main Street,Miami,Miami-Dade,FL,33101,https://example.com/customer/34,+1-555-1034,F,1963-06-12,2021-08-01,1,,email-34,Unknown,Own,example.com,Technology,Software,30.34,-119.66,2026-01-01,US,web-34,34,0,synthetic_e2e,linda,brown,33101,0,0,0,0,0,1,0,0
35,robert.jones35@example.com,Robert,Jones,135 Main Street,Chicago,Cook,IL,60601,https://example.com/customer/35,+1-555-1035,M,1963-07-19,2021-08-18,1,,email-35,Unknown,Own,example.com,Technology,Software,30.35,-119.65,2026-01-01,US,web-35,35,0,synthetic_e2e,robert,jones,60601,0,0,0,0,0,1,0,0
36,patricia.garcia36@example.com,Patricia,Garcia,136 Main Street,Seattle,King,WA,98101,https://example.com/customer/36,+1-555-1036,F,1963-08-25,2021-09-04,1,,email-36,Unknown,Rent,example.com,Technology,Software,30.36,-119.64,2026-01-01,US,web-36,36,0,synthetic_e2e,patricia,garcia,98101,0,0,0,0,0,1,0,0
37,michael.miller37@example.com,Michael,Miller,137 Main Street,Phoenix,Maricopa,AZ,85001,https://example.com/customer/37,+1-555-1037,M,1963-10-01,2021-09-21,1,,email-37,Unknown,Own,example.com,Technology,Software,30.37,-119.63,2026-01-01,US,web-37,37,0,synthetic_e2e,michael,miller,85001,0,0,0,0,0,1,0,0
38,jennifer.davis38@example.com,Jennifer,Davis,138 Main Street,Denver,Denver,CO,80201,https://example.com/customer/38,+1-555-1038,F,1963-11-07,2021-10-08,1,,email-38,Unknown,Own,example.com,Technology,Software,30.38,-119.62,2026-01-01,US,web-38,38,0,synthetic_e2e,jennifer,davis,80201,0,0,0,0,0,1,0,0
39,david.wilson39@example.com,David,Wilson,139 Main Street,Boston,Suffolk,MA,2108,https://example.com/customer/39,+1-555-1039,M,1963-12-14,2021-10-25,1,,email-39,Unknown,Rent,example.com,Technology,Software,30.39,-119.61,2026-01-01,US,web-39,39,0,synthetic_e2e,david,wilson,2108,0,0,0,0,0,1,0,0
40,elizabeth.taylor40@example.com,Elizabeth,Taylor,140 Main Street,Atlanta,Fulton,GA,30301,https://example.com/customer/40,+1-555-1040,F,1964-01-20,2021-11-11,1,,email-40,Unknown,Own,example.com,Technology,Software,30.4,-119.6,2026-01-01,US,web-40,40,0,synthetic_e2e,elizabeth,taylor,30301,0,0,0,0,0,1,0,0
41,james.smith41@example.com,James,Smith,141 Main Street,Los Angeles,Los Angeles,CA,90001,https://example.com/customer/41,+1-555-1041,M,1964-02-26,2021-11-28,1,,email-41,Unknown,Own,example.com,Technology,Software,30.41,-119.59,2026-01-01,US,web-41,41,0,synthetic_e2e,james,smith,90001,0,0,0,0,0,1,0,0
42,maria.johnson42@example.com,Maria,Johnson,142 Main Street,New York,New York,NY,10001,https://example.com/customer/42,+1-555-1042,F,1964-04-03,2021-12-15,1,,email-42,Unknown,Rent,example.com,Technology,Software,30.42,-119.58,2026-01-01,US,web-42,42,0,synthetic_e2e,maria,johnson,10001,0,0,0,0,0,1,0,0
43,john.williams43@example.com,John,Williams,143 Main Street,Houston,Harris,TX,77001,https://example.com/customer/43,+1-555-1043,M,1964-05-10,2022-01-01,1,,email-43,Unknown,Own,example.com,Technology,Software,30.43,-119.57,2026-01-01,US,web-43,43,0,synthetic_e2e,john,williams,77001,0,0,0,0,0,1,0,0
44,linda.brown44@example.com,Linda,Brown,144 Main Street,Miami,Miami-Dade,FL,33101,https://example.com/customer/44,+1-555-1044,F,1964-06-16,2022-01-18,1,,email-44,Unknown,Own,example.com,Technology,Software,30.44,-119.56,2026-01-01,US,web-44,44,0,synthetic_e2e,linda,brown,33101,0,0,0,0,0,1,0,0
45,robert.jones45@example.com,Robert,Jones,145 Main Street,Chicago,Cook,IL,60601,https://example.com/customer/45,+1-555-1045,M,1964-07-23,2022-02-04,1,,email-45,Unknown,Rent,example.com,Technology,Software,30.45,-119.55,2026-01-01,US,web-45,45,0,synthetic_e2e,robert,jones,60601,0,0,0,0,0,1,0,0
46,patricia.garcia46@example.com,Patricia,Garcia,146 Main Street,Seattle,King,WA,98101,https://example.com/customer/46,+1-555-1046,F,1964-08-29,2022-02-21,1,,email-46,Unknown,Own,example.com,Technology,Software,30.46,-119.54,2026-01-01,US,web-46,46,0,synthetic_e2e,patricia,garcia,98101,0,0,0,0,0,1,0,0
47,michael.miller47@example.com,Michael,Miller,147 Main Street,Phoenix,Maricopa,AZ,85001,https://example.com/customer/47,+1-555-1047,M,1964-10-05,2022-03-10,1,,email-47,Unknown,Own,example.com,Technology,Software,30.47,-119.53,2026-01-01,US,web-47,47,0,synthetic_e2e,michael,miller,85001,0,0,0,0,0,1,0,0
48,jennifer.davis48@example.com,Jennifer,Davis,148 Main Street,Denver,Denver,CO,80201,https://example.com/customer/48,+1-555-1048,F,1964-11-11,2022-03-27,1,,email-48,Unknown,Rent,example.com,Technology,Software,30.48,-119.52,2026-01-01,US,web-48,48,0,synthetic_e2e,jennifer,davis,80201,0,0,0,0,0,1,0,0
49,david.wilson49@example.com,David,Wilson,149 Main Street,Boston,Suffolk,MA,2108,https://example.com/customer/49,+1-555-1049,M,1964-12-18,2022-04-13,1,,email-49,Unknown,Own,example.com,Technology,Software,30.49,-119.51,2026-01-01,US,web-49,49,0,synthetic_e2e,david,wilson,2108,0,0,0,0,0,1,0,0
50,elizabeth.taylor50@example.com,Elizabeth,Taylor,150 Main Street,Atlanta,Fulton,GA,30301,https://example.com/customer/50,+1-555-1050,F,1965-01-24,2022-04-30,1,,email-50,Unknown,Own,example.com,Technology,Software,30.5,-119.5,2026-01-01,US,web-50,50,0,synthetic_e2e,elizabeth,taylor,30301,0,0,0,0,0,1,0,0
51,james.smith51@example.com,James,Smith,151 Main Street,Los Angeles,Los Angeles,CA,90001,https://example.com/customer/51,+1-555-1051,M,1965-03-02,2022-05-17,1,,email-51,Unknown,Rent,example.com,Technology,Software,30.51,-119.49,2026-01-01,US,web-51,51,0,synthetic_e2e,james,smith,90001,0,0,0,0,0,1,0,0
52,maria.johnson52@example.com,Maria,Johnson,152 Main Street,New York,New York,NY,10001,https://example.com/customer/52,+1-555-1052,F,1965-04-08,2022-06-03,1,,email-52,Unknown,Own,example.com,Technology,Software,30.52,-119.48,2026-01-01,US,web-52,52,0,synthetic_e2e,maria,johnson,10001,0,0,0,0,0,1,0,0
53,john.williams53@example.com,John,Williams,153 Main Street,Houston,Harris,TX,77001,https://example.com/customer/53,+1-555-1053,M,1965-05-15,2022-06-20,1,,email-53,Unknown,Own,example.com,Technology,Software,30.53,-119.47,2026-01-01,US,web-53,53,0,synthetic_e2e,john,williams,77001,0,0,0,0,0,1,0,0
54,linda.brown54@example.com,Linda,Brown,154 Main Street,Miami,Miami-Dade,FL,33101,https://example.com/customer/54,+1-555-1054,F,1965-06-21,2022-07-07,1,,email-54,Unknown,Rent,example.com,Technology,Software,30.54,-119.46,2026-01-01,US,web-54,54,0,synthetic_e2e,linda,brown,33101,0,0,0,0,0,1,0,0
55,robert.jones55@example.com,Robert,Jones,155 Main Street,Chicago,Cook,IL,60601,https://example.com/customer/55,+1-555-1055,M,1965-07-28,2022-07-24,1,,email-55,Unknown,Own,example.com,Technology,Software,30.55,-119.45,2026-01-01,US,web-55,55,0,synthetic_e2e,robert,jones,60601,0,0,0,0,0,1,0,0
56,patricia.garcia56@example.com,Patricia,Garcia,156 Main Street,Seattle,King,WA,98101,https://example.com/customer/56,+1-555-1056,F,1965-09-03,2022-08-10,1,,email-56,Unknown,Own,example.com,Technology,Software,30.56,-119.44,2026-01-01,US,web-56,56,0,synthetic_e2e,patricia,garcia,98101,0,0,0,0,0,1,0,0
57,michael.miller57@example.com,Michael,Miller,157 Main Street,Phoenix,Maricopa,AZ,85001,https://example.com/customer/57,+1-555-1057,M,1965-10-10,2022-08-27,1,,email-57,Unknown,Rent,example.com,Technology,Software,30.57,-119.43,2026-01-01,US,web-57,57,0,synthetic_e2e,michael,miller,85001,0,0,0,0,0,1,0,0
58,jennifer.davis58@example.com,Jennifer,Davis,158 Main Street,Denver,Denver,CO,80201,https://example.com/customer/58,+1-555-1058,F,1965-11-16,2022-09-13,1,,email-58,Unknown,Own,example.com,Technology,Software,30.58,-119.42,2026-01-01,US,web-58,58,0,synthetic_e2e,jennifer,davis,80201,0,0,0,0,0,1,0,0
59,david.wilson59@example.com,David,Wilson,159 Main Street,Boston,Suffolk,MA,2108,https://example.com/customer/59,+1-555-1059,M,1965-12-23,2022-09-30,1,,email-59,Unknown,Own,example.com,Technology,Software,30.59,-119.41,2026-01-01,US,web-59,59,0,synthetic_e2e,david,wilson,2108,0,0,0,0,0,1,0,0
60,elizabeth.taylor60@example.com,Elizabeth,Taylor,160 Main Street,Atlanta,Fulton,GA,30301,https://example.com/customer/60,+1-555-1060,F,1966-01-29,2022-10-17,1,,email-60,Unknown,Rent,example.com,Technology,Software,30.6,-119.4,2026-01-01,US,web-60,60,0,synthetic_e2e,elizabeth,taylor,30301,0,0,0,0,0,1,0,0
61,james.smith61@example.com,James,Smith,161 Main Street,Los Angeles,Los Angeles,CA,90001,https://example.com/customer/61,+1-555-1061,M,1966-03-07,2022-11-03,1,,email-61,Unknown,Own,example.com,Technology,Software,30.61,-119.39,2026-01-01,US,web-61,61,0,synthetic_e2e,james,smith,90001,0,0,0,0,0,1,0,0
62,maria.johnson62@example.com,Maria,Johnson,162 Main Street,New York,New York,NY,10001,https://example.com/customer/62,+1-555-1062,F,1966-04-13,2022-11-20,1,,email-62,Unknown,Own,example.com,Technology,Software,30.62,-119.38,2026-01-01,US,web-62,62,0,synthetic_e2e,maria,johnson,10001,0,0,0,0,0,1,0,0
63,john.williams63@example.com,John,Williams,163 Main Street,Houston,Harris,TX,77001,https://example.com/customer/63,+1-555-1063,M,1966-05-20,2022-12-07,1,,email-63,Unknown,Rent,example.com,Technology,Software,30.63,-119.37,2026-01-01,US,web-63,63,0,synthetic_e2e,john,williams,77001,0,0,0,0,0,1,0,0
64,linda.brown64@example.com,Linda,Brown,164 Main Street,Miami,Miami-Dade,FL,33101,https://example.com/customer/64,+1-555-1064,F,1966-06-26,2022-12-24,1,,email-64,Unknown,Own,example.com,Technology,Software,30.64,-119.36,2026-01-01,US,web-64,64,0,synthetic_e2e,linda,brown,33101,0,0,0,0,0,1,0,0
65,robert.jones65@example.com,Robert,Jones,165 Main Street,Chicago,Cook,IL,60601,https://example.com/customer/65,+1-555-1065,M,1966-08-02,2023-01-10,1,,email-65,Unknown,Own,example.com,Technology,Software,30.65,-119.35,2026-01-01,US,web-65,65,0,synthetic_e2e,robert,jones,60601,0,0,0,0,0,1,0,0
66,patricia.garcia66@example.com,Patricia,Garcia,166 Main Street,Seattle,King,WA,98101,https://example.com/customer/66,+1-555-1066,F,1966-09-08,2023-01-27,1,,email-66,Unknown,Rent,example.com,Technology,Software,30.66,-119.34,2026-01-01,US,web-66,66,0,synthetic_e2e,patricia,garcia,98101,0,0,0,0,0,1,0,0
67,michael.miller67@example.com,Michael,Miller,167 Main Street,Phoenix,Maricopa,AZ,85001,https://example.com/customer/67,+1-555-1067,M,1966-10-15,2023-02-13,1,,email-67,Unknown,Own,example.com,Technology,Software,30.67,-119.33,2026-01-01,US,web-67,67,0,synthetic_e2e,michael,miller,85001,0,0,0,0,0,1,0,0
68,jennifer.davis68@example.com,Jennifer,Davis,168 Main Street,Denver,Denver,CO,80201,https://example.com/customer/68,+1-555-1068,F,1966-11-21,2023-03-02,1,,email-68,Unknown,Own,example.com,Technology,Software,30.68,-119.32,2026-01-01,US,web-68,68,0,synthetic_e2e,jennifer,davis,80201,0,0,0,0,0,1,0,0
69,david.wilson69@example.com,David,Wilson,169 Main Street,Boston,Suffolk,MA,2108,https://example.com/customer/69,+1-555-1069,M,1966-12-28,2023-03-19,1,,email-69,Unknown,Rent,example.com,Technology,Software,30.69,-119.31,2026-01-01,US,web-69,69,0,synthetic_e2e,david,wilson,2108,0,0,0,0,0,1,0,0
70,elizabeth.taylor70@example.com,Elizabeth,Taylor,170 Main Street,Atlanta,Fulton,GA,30301,https://example.com/customer/70,+1-555-1070,F,1967-02-03,2023-04-05,1,,email-70,Unknown,Own,example.com,Technology,Software,30.7,-119.3,2026-01-01,US,web-70,70,0,synthetic_e2e,elizabeth,taylor,30301,0,0,0,0,0,1,0,0
71,james.smith71@example.com,James,Smith,171 Main Street,Los Angeles,Los Angeles,CA,90001,https://example.com/customer/71,+1-555-1071,M,1967-03-12,2023-04-22,1,,email-71,Unknown,Own,example.com,Technology,Software,30.71,-119.29,2026-01-01,US,web-71,71,0,synthetic_e2e,james,smith,90001,0,0,0,0,0,1,0,0
72,maria.johnson72@example.com,Maria,Johnson,172 Main Street,New York,New York,NY,10001,https://example.com/customer/72,+1-555-1072,F,1967-04-18,2023-05-09,1,,email-72,Unknown,Rent,example.com,Technology,Software,30.72,-119.28,2026-01-01,US,web-72,72,0,synthetic_e2e,maria,johnson,10001,0,0,0,0,0,1,0,0
73,john.williams73@example.com,John,Williams,173 Main Street,Houston,Harris,TX,77001,https://example.com/customer/73,+1-555-1073,M,1967-05-25,2023-05-26,1,,email-73,Unknown,Own,example.com,Technology,Software,30.73,-119.27,2026-01-01,US,web-73,73,0,synthetic_e2e,john,williams,77001,0,0,0,0,0,1,0,0
74,linda.brown74@example.com,Linda,Brown,174 Main Street,Miami,Miami-Dade,FL,33101,https://example.com/customer/74,+1-555-1074,F,1967-07-01,2023-06-12,1,,email-74,Unknown,Own,example.com,Technology,Software,30.74,-119.26,2026-01-01,US,web-74,74,0,synthetic_e2e,linda,brown,33101,0,0,0,0,0,1,0,0
75,robert.jones75@example.com,Robert,Jones,175 Main Street,Chicago,Cook,IL,60601,https://example.com/customer/75,+1-555-1075,M,1967-08-07,2023-06-29,1,,email-75,Unknown,Rent,example.com,Technology,Software,30.75,-119.25,2026-01-01,US,web-75,75,0,synthetic_e2e,robert,jones,60601,0,0,0,0,0,1,0,0
76,patricia.garcia76@example.com,Patricia,Garcia,176 Main Street,Seattle,King,WA,98101,https://example.com/customer/76,+1-555-1076,F,1967-09-13,2023-07-16,1,,email-76,Unknown,Own,example.com,Technology,Software,30.76,-119.24,2026-01-01,US,web-76,76,0,synthetic_e2e,patricia,garcia,98101,0,0,0,0,0,1,0,0
77,michael.miller77@example.com,Michael,Miller,177 Main Street,Phoenix,Maricopa,AZ,85001,https://example.com/customer/77,+1-555-1077,M,1967-10-20,2023-08-02,1,,email-77,Unknown,Own,example.com,Technology,Software,30.77,-119.23,2026-01-01,US,web-77,77,0,synthetic_e2e,michael,miller,85001,0,0,0,0,0,1,0,0
78,jennifer.davis78@example.com,Jennifer,Davis,178 Main Street,Denver,Denver,CO,80201,https://example.com/customer/78,+1-555-1078,F,1967-11-26,2023-08-19,1,,email-78,Unknown,Rent,example.com,Technology,Software,30.78,-119.22,2026-01-01,US,web-78,78,0,synthetic_e2e,jennifer,davis,80201,0,0,0,0,0,1,0,0
79,david.wilson79@example.com,David,Wilson,179 Main Street,Boston,Suffolk,MA,2108,https://example.com/customer/79,+1-555-1079,M,1968-01-02,2023-09-05,1,,email-79,Unknown,Own,example.com,Technology,Software,30.79,-119.21,2026-01-01,US,web-79,79,0,synthetic_e2e,david,wilson,2108,0,0,0,0,0,1,0,0
80,elizabeth.taylor80@example.com,Elizabeth,Taylor,180 Main Street,Atlanta,Fulton,GA,30301,https://example.com/customer/80,+1-555-1080,F,1968-02-08,2023-09-22,1,,email-80,Unknown,Own,example.com,Technology,Software,30.8,-119.2,2026-01-01,US,web-80,80,0,synthetic_e2e,elizabeth,taylor,30301,0,0,0,0,0,1,0,0
81,james.smith81@example.com,James,Smith,181 Main Street,Los Angeles,Los Angeles,CA,90001,https://example.com/customer/81,+1-555-1081,M,1968-03-16,2023-10-09,1,,email-81,Unknown,Rent,example.com,Technology,Software,30.81,-119.19,2026-01-01,US,web-81,81,0,synthetic_e2e,james,smith,90001,0,0,0,0,0,1,0,0
